component_id	size	num_edges	n_species	species_entropy	species_entropy_norm	high_z_frac	max_z	top10_mean_z
2264	4	4	2	0.693147	1.000000	0.000000	0.446969	0.446969
2265	4	4	2	0.693147	1.000000	0.000000	-0.355946	-0.498971
2266	4	4	2	0.693147	1.000000	0.000000	0.505777	0.306517
2267	4	4	2	0.693147	1.000000	0.000000	-0.471269	-0.563520
2268	4	4	2	0.693147	1.000000	0.000000	1.112663	1.112663
2269	4	4	2	0.693147	1.000000	0.000000	-0.311759	-0.311759
2270	4	4	2	0.693147	1.000000	0.000000	-0.044293	-0.456435
2271	4	4	2	0.693147	1.000000			
2272	4	4	2	0.693147	1.000000	0.000000	0.455435	0.260220
2273	4	4	2	0.693147	1.000000	0.000000	0.122450	-0.218763
2274	4	4	2	0.693147	1.000000	0.000000	0.643898	0.254267
2275	4	4	2	0.693147	1.000000	0.000000	-0.219471	-0.332711
2276	4	4	2	0.693147	1.000000	0.000000	-0.588543	-0.722848
2277	4	4	2	0.693147	1.000000	0.000000	-0.869979	-0.869979
2278	4	4	2	0.693147	1.000000	0.000000	-0.838905	-0.838905
2279	4	4	2	0.693147	1.000000	0.000000	-0.334822	-0.334822
2280	4	4	2	0.693147	1.000000	0.000000	0.150167	-0.278888
2281	4	4	2	0.693147	1.000000	0.000000	-0.735869	-0.735869
2282	4	4	2	0.693147	1.000000	0.000000	-0.394797	-0.403056
2283	4	4	2	0.693147	1.000000	0.000000	-0.671261	-0.672876
2284	4	4	2	0.693147	1.000000	0.000000	2.267999	1.745431
2285	4	4	2	0.693147	1.000000	0.000000	-0.655288	-0.674247
2286	4	4	2	0.693147	1.000000	0.000000	0.733659	0.733659
2287	4	4	2	0.693147	1.000000	0.000000	-0.763629	-0.763629
2288	4	4	2	0.693147	1.000000	0.000000	-0.832153	-0.832153
2289	4	4	2	0.693147	1.000000	0.000000	-0.920728	-0.920728
2290	4	4	2	0.693147	1.000000	0.000000	-0.782989	-0.840390
2291	4	4	2	0.693147	1.000000	0.000000	-0.507769	-0.595054
2292	4	4	2	0.693147	1.000000	0.000000	-0.580595	-0.638554
2293	4	4	2	0.693147	1.000000	0.000000	-0.724071	-0.724071
2294	4	4	2	0.693147	1.000000	0.000000	-0.172144	-0.172144
2295	4	4	2	0.693147	1.000000	0.000000	-0.736967	-0.736967
2296	4	4	2	0.693147	1.000000	0.000000	-0.775013	-0.775013
2297	4	4	2	0.693147	1.000000	0.000000	-0.538764	-0.586186
2298	4	4	2	0.693147	1.000000	0.000000	1.009970	1.009970
2299	4	4	2	0.693147	1.000000	0.000000	2.267999	1.792939
2300	4	4	2	0.693147	1.000000	0.000000	0.111377	-0.192988
2301	4	4	2	0.693147	1.000000	0.000000	0.327033	0.327033
2302	4	4	2	0.693147	1.000000	0.000000	0.058716	0.028781
2303	4	4	2	0.693147	1.000000	0.000000	-0.607497	-0.607497
2304	4	3	3	1.039721	0.946395	0.000000	1.351118	0.836962
2305	4	4	2	0.693147	1.000000	0.000000	-0.059007	-0.059007
2306	4	4	2	0.693147	1.000000	0.000000	-0.579123	-0.579123
2307	4	4	2	0.693147	1.000000	0.000000	-0.499917	-0.584404
2308	4	4	2	0.693147	1.000000	0.000000	-0.408179	-0.586466
2309	4	4	2	0.693147	1.000000	0.000000	0.308850	0.308850
2310	4	4	2	0.693147	1.000000	0.000000	-0.840079	-0.840079
2311	4	3	3	1.039721	0.946395	0.000000	1.371194	0.440220
2312	4	4	2	0.693147	1.000000	0.000000	-0.738484	-0.738484
2313	4	4	2	0.693147	1.000000	0.000000	-0.432103	-0.666282
2314	4	4	2	0.693147	1.000000	0.000000	-0.206496	-0.257545
2315	4	4	2	0.693147	1.000000	0.000000	0.593887	0.354682
2316	4	4	2	0.693147	1.000000	0.000000	-0.830727	-0.830727
2317	4	4	3	1.039721	0.946395	0.000000	0.935967	0.050769
2318	4	4	2	0.693147	1.000000	0.000000	0.974022	0.396982
2319	4	4	2	0.693147	1.000000	0.000000	-0.304875	-0.304875
2320	4	3	2	0.693147	1.000000	0.000000	-0.614279	-0.741456
2321	4	4	2	0.693147	1.000000	0.000000	-0.469886	-0.618072
2322	4	4	2	0.693147	1.000000	0.000000	0.362630	0.035082
2323	4	4	2	0.693147	1.000000	0.000000	-0.551449	-0.674567
2324	4	3	3	1.039721	0.946395	0.000000	-0.776033	-0.859220
2325	4	4	2	0.693147	1.000000	0.000000	-0.445600	-0.567625
2326	4	4	2	0.693147	1.000000	0.000000	-0.194280	-0.194280
2327	4	3	2	0.693147	1.000000	0.000000	-0.687036	-0.825149
2328	4	5	3	1.039721	0.946395	0.000000	2.267999	0.372281
2329	4	4	2	0.693147	1.000000	0.000000	-0.719314	-0.719314
2330	4	4	2	0.693147	1.000000	0.000000	-0.548351	-0.548351
2331	4	4	2	0.693147	1.000000	0.000000	-0.816470	-0.816470
2332	4	4	2	0.693147	1.000000	0.000000	0.070033	-0.205926
2333	4	4	2	0.693147	1.000000	0.000000	-0.793209	-0.793209
2334	4	4	2	0.693147	1.000000	0.000000	0.650924	0.645349
2335	4	4	2	0.693147	1.000000	0.000000	0.000000	0.000000
2336	4	4	2	0.693147	1.000000	0.000000	0.479338	0.479338
2337	4	4	3	1.039721	0.946395	0.000000	-0.703182	-0.843617
2338	4	4	2	0.693147	1.000000	0.000000	-0.066918	-0.066918
2339	4	4	2	0.693147	1.000000	0.000000	-0.794382	-0.841328
2340	4	4	2	0.693147	1.000000	0.000000	-0.664447	-0.707601
2341	4	4	2	0.693147	1.000000	0.000000	-0.674491	-0.674491
2342	4	4	2	0.693147	1.000000	0.000000	1.415517	1.415517
2343	4	4	2	0.693147	1.000000	0.000000	0.335657	0.335657
2344	4	4	2	0.693147	1.000000	0.000000	-1.068654	-1.068654
2345	4	4	2	0.693147	1.000000	0.000000	-0.599528	-0.617706
2346	4	4	2	0.693147	1.000000			
2347	4	4	2	0.693147	1.000000	0.000000	-0.674491	-0.674491
2348	4	4	2	0.693147	1.000000	0.000000	0.311823	0.311823
2349	4	4	2	0.693147	1.000000	0.000000	-0.805925	-0.805925
2350	4	4	2	0.693147	1.000000	1.000000	4.956400	4.956400
2351	4	4	2	0.693147	1.000000	0.000000	-0.822372	-0.822372
2352	4	4	2	0.693147	1.000000	0.000000	-0.305033	-0.489762
2353	4	4	2	0.693147	1.000000			
2354	4	4	2	0.693147	1.000000	0.000000	-0.565122	-0.565122
2355	4	4	2	0.693147	1.000000	0.000000	2.403421	2.403421
2356	4	4	2	0.693147	1.000000	0.000000	-0.757820	-0.757820
2357	4	4	2	0.693147	1.000000	0.000000	0.350663	0.350663
2358	4	4	2	0.693147	1.000000	0.000000	-0.119436	-0.352701
2359	4	4	2	0.693147	1.000000	0.000000	-0.648092	-0.648092
2360	4	4	2	0.693147	1.000000	0.000000	-0.175549	-0.175549
2361	4	4	2	0.693147	1.000000	0.000000	-0.625660	-0.781685
2362	4	4	2	0.693147	1.000000	0.000000	0.447058	0.447058
2363	4	5	3	1.039721	0.946395	0.400000	3.673815	1.404472
2364	4	4	2	0.693147	1.000000			
2365	4	4	2	0.693147	1.000000	0.000000	-0.529985	-0.606318
2366	4	4	2	0.693147	1.000000	0.000000	-1.444546	-1.444546
2367	4	4	2	0.693147	1.000000	0.000000	-0.011208	-0.011208
2368	4	4	2	0.693147	1.000000	0.000000	-0.848324	-0.848324
2369	4	4	2	0.693147	1.000000			
2370	4	4	2	0.693147	1.000000	0.000000	-0.941394	-0.941394
2371	4	4	2	0.693147	1.000000	0.000000	-0.154162	-0.154162
2372	4	4	2	0.693147	1.000000	0.000000	0.066409	-0.075297
2373	4	4	2	0.693147	1.000000	0.000000	-0.731561	-0.731561
2374	4	4	2	0.693147	1.000000	0.000000	-0.467620	-0.524462
2375	4	4	2	0.693147	1.000000	0.000000	-0.506233	-0.721904
2376	4	4	2	0.693147	1.000000	0.000000	-0.446960	-0.446960
2377	4	4	2	0.693147	1.000000	0.000000	-0.426432	-0.426432
2378	4	4	2	0.693147	1.000000			
2379	4	4	2	0.693147	1.000000	0.000000	-0.683267	-0.683267
2380	4	4	2	0.693147	1.000000	0.000000	-0.031897	-0.031897
2381	4	4	2	0.693147	1.000000	0.000000	-0.038453	-0.038453
2382	4	4	2	0.693147	1.000000	0.000000	-0.157480	-0.157480
2383	4	4	2	0.693147	1.000000	0.000000	-0.658763	-0.658763
2384	4	4	2	0.693147	1.000000	0.000000	0.252013	0.188456
2385	4	3	3	1.039721	0.946395	0.000000	-0.331626	-0.416580
2386	4	4	2	0.693147	1.000000	0.000000	-0.321447	-0.321447
2387	4	4	2	0.693147	1.000000	0.000000	0.000000	0.000000
2388	4	4	2	0.693147	1.000000	0.000000	-0.581319	-0.899911
2389	4	4	2	0.693147	1.000000	0.000000	-0.776831	-0.877279
2390	4	4	2	0.693147	1.000000	0.000000	0.489311	0.489311
2391	4	4	2	0.693147	1.000000	0.000000	-0.356182	-0.390425
2392	4	4	2	0.693147	1.000000	0.000000	-0.929499	-0.929499
2393	4	4	2	0.693147	1.000000	0.000000	-0.634434	-0.634434
2394	4	4	2	0.693147	1.000000	0.000000	-0.685583	-0.685583
2395	4	4	2	0.693147	1.000000	0.000000	-0.306260	-0.306260
2396	4	4	2	0.693147	1.000000	0.000000	0.157273	0.014971
2397	4	4	2	0.693147	1.000000	0.000000	-0.708053	-0.708053
2398	4	4	2	0.693147	1.000000	0.000000	-0.578307	-0.741865
2399	4	4	2	0.693147	1.000000	0.000000	0.287089	0.287089
2400	4	4	2	0.693147	1.000000	0.000000	-0.702039	-0.702039
2401	4	4	2	0.693147	1.000000	0.000000	0.715416	0.684458
2402	4	4	2	0.693147	1.000000	0.000000	-0.809660	-0.817071
2403	4	4	2	0.693147	1.000000	0.000000	0.164731	-0.156276
2404	4	3	3	1.039721	0.946395	0.000000	-0.410663	-0.526354
2405	4	4	2	0.693147	1.000000	0.000000	0.317610	0.154181
2406	4	4	2	0.693147	1.000000	0.000000	-0.626731	-0.645675
2407	4	4	2	0.693147	1.000000	0.000000	0.091614	0.055645
2408	4	4	2	0.693147	1.000000	0.000000	-0.464333	-0.504417
2409	4	4	2	0.693147	1.000000	0.000000	-0.487955	-0.487955
2410	4	4	2	0.693147	1.000000	0.000000	-0.611178	-0.681546
2411	4	4	2	0.693147	1.000000	0.000000	-0.038633	-0.207663
2412	4	4	2	0.693147	1.000000	0.000000	-0.879292	-0.879292
2413	4	4	2	0.693147	1.000000	0.000000	-0.864449	-0.883530
2414	4	4	2	0.693147	1.000000	0.000000	-0.198049	-0.198049
2415	4	4	2	0.693147	1.000000			
2416	4	4	2	0.693147	1.000000	0.000000	-0.770715	-0.807972
2417	4	5	3	1.039721	0.946395	0.000000	0.453037	-0.249655
2418	4	4	2	0.693147	1.000000	0.000000	0.424886	0.368597
2419	4	4	2	0.693147	1.000000	0.000000	-0.549898	-0.653072
2420	4	4	2	0.693147	1.000000	0.000000	-0.833730	-0.865108
2421	4	4	2	0.693147	1.000000	0.000000	0.052763	-0.093268
2422	4	4	2	0.693147	1.000000	0.000000	-0.696957	-0.736231
2423	4	4	2	0.693147	1.000000	0.000000	-0.057781	-0.224607
2424	4	4	2	0.693147	1.000000	0.000000	-0.298910	-0.313739
2425	4	4	2	0.693147	1.000000	0.000000	-0.840987	-0.840987
2426	4	4	2	0.693147	1.000000	0.000000	2.428837	2.428837
2427	4	4	2	0.693147	1.000000	0.000000	-0.945631	-0.945631
2428	4	4	2	0.693147	1.000000	0.000000	0.010753	-0.413061
2429	4	4	2	0.693147	1.000000	0.000000	0.269213	0.154547
2430	4	4	2	0.693147	1.000000	0.000000	0.126369	0.061584
2431	4	4	2	0.693147	1.000000	0.000000	1.154608	0.877733
2432	4	4	2	0.693147	1.000000	0.000000	-0.320539	-0.539715
2433	4	4	2	0.693147	1.000000	0.000000	-0.086840	-0.086840
2434	4	4	2	0.693147	1.000000	0.000000	-0.624155	-0.624155
2435	4	4	2	0.693147	1.000000	0.000000	-0.317499	-0.321574
2436	4	4	2	0.693147	1.000000			
2437	4	4	2	0.693147	1.000000	0.000000	-0.344771	-0.425096
2438	4	4	2	0.693147	1.000000	0.000000	0.104585	0.104585
2439	4	4	2	0.693147	1.000000	0.000000	-0.358870	-0.535944
2440	4	4	2	0.693147	1.000000	0.000000	0.773188	0.773188
2441	4	4	2	0.693147	1.000000	0.000000	-0.423886	-0.591824
2442	4	4	2	0.693147	1.000000	0.000000	-0.224406	-0.307868
2443	4	4	2	0.693147	1.000000	0.000000	-0.710063	-0.710063
2444	4	4	2	0.693147	1.000000	0.000000	-0.722451	-0.771203
2445	4	4	2	0.693147	1.000000	0.000000	-0.594553	-0.712087
2446	4	3	3	1.039721	0.946395	0.000000	0.615486	-0.390511
2447	4	4	2	0.693147	1.000000	0.000000	0.354101	0.205554
2448	4	4	2	0.693147	1.000000	0.000000	-0.506058	-0.514486
2449	4	4	2	0.693147	1.000000	0.000000	-0.440195	-0.446630
2450	4	3	2	0.693147	1.000000	0.000000	-0.907958	-1.031622
2451	4	4	2	0.693147	1.000000	0.000000	-0.440457	-0.440457
2452	4	4	2	0.693147	1.000000	0.000000	-0.455520	-0.455520
2453	4	4	2	0.693147	1.000000	0.000000	-0.181148	-0.181148
2454	4	4	2	0.693147	1.000000	0.000000	-0.566634	-0.653058
2455	4	4	2	0.693147	1.000000	0.000000	-0.389968	-0.638197
2456	4	4	2	0.693147	1.000000	0.000000	0.187511	-0.127434
2457	4	4	2	0.693147	1.000000	0.000000	-0.655981	-0.705761
2458	4	4	2	0.693147	1.000000	0.000000	0.000000	0.000000
2459	4	4	2	0.693147	1.000000	0.000000	1.003356	0.814711
2460	4	4	2	0.693147	1.000000	0.000000	-0.072623	-0.072623
2461	4	4	2	0.693147	1.000000	0.000000	-0.537238	-0.537238
2462	4	4	2	0.693147	1.000000	0.000000	0.921628	0.921628
2463	4	4	2	0.693147	1.000000	0.000000	-0.030696	-0.030696
2464	4	4	2	0.693147	1.000000	0.000000	-0.736665	-0.862857
2465	4	4	2	0.693147	1.000000	0.000000	-0.487236	-0.539532
2466	4	4	2	0.693147	1.000000	0.000000	1.009960	0.872217
2467	4	4	2	0.693147	1.000000	0.000000	-0.670287	-0.719192
2468	4	4	2	0.693147	1.000000	0.000000	-0.892727	-0.892727
2469	4	4	2	0.693147	1.000000	0.000000	-0.726576	-0.748388
2470	4	5	3	1.039721	0.946395	0.000000	1.224735	0.059691
2471	4	4	2	0.693147	1.000000	0.000000	-0.763040	-0.763040
2472	4	4	2	0.693147	1.000000	0.000000	-0.587102	-0.587102
2473	4	3	2	0.693147	1.000000	0.000000	-0.382035	-0.766561
2474	4	4	2	0.693147	1.000000	0.000000	-0.579546	-0.579546
2475	4	4	2	0.693147	1.000000	0.000000	1.834631	1.249679
2476	4	4	2	0.693147	1.000000	0.000000	-0.872851	-0.872851
2477	4	4	2	0.693147	1.000000	0.000000	-0.518689	-0.571422
2478	4	4	2	0.693147	1.000000	0.000000	-0.634619	-0.634619
2479	4	4	2	0.693147	1.000000	0.000000	-0.661032	-0.661032
2480	4	4	2	0.693147	1.000000	0.000000	-0.248886	-0.270373
2481	4	4	2	0.693147	1.000000	0.000000	-0.604729	-0.604729
2482	4	4	2	0.693147	1.000000	0.000000	-0.867806	-0.867806
2483	4	4	2	0.693147	1.000000	0.000000	0.582331	0.569486
2484	4	4	2	0.693147	1.000000	0.000000	0.918633	0.918633
2485	4	4	2	0.693147	1.000000	0.000000	-0.147360	-0.496278
2486	4	4	2	0.693147	1.000000	0.000000	-0.330335	-0.330335
2487	4	4	2	0.693147	1.000000	0.000000	-0.785607	-0.785607
2488	4	4	2	0.693147	1.000000	0.000000	0.432493	0.432493
2489	4	4	2	0.693147	1.000000	0.000000	-0.667521	-0.667521
2490	4	4	2	0.693147	1.000000	0.000000	-0.869736	-0.869736
2491	4	4	2	0.693147	1.000000	0.000000	0.297147	0.275749
2492	4	4	2	0.693147	1.000000	0.000000	-0.601725	-0.898246
2493	4	3	3	1.039721	0.946395	0.000000	0.066223	-0.324020
2494	4	3	3	1.039721	0.946395	0.000000	0.249791	-0.034566
2495	4	4	2	0.693147	1.000000	0.000000	-0.399315	-0.399315
2496	4	4	2	0.693147	1.000000	0.000000	0.016055	-0.046010
2497	4	4	2	0.693147	1.000000	0.000000	-0.592828	-0.592828
2498	4	4	2	0.693147	1.000000	0.000000	-0.803503	-0.803503
2499	4	4	2	0.693147	1.000000	0.000000	0.298051	0.298051
2500	4	4	2	0.693147	1.000000	0.000000	-0.097621	-0.126084
2501	4	4	2	0.693147	1.000000	0.000000	-0.673196	-0.723105
2502	4	4	2	0.693147	1.000000	0.000000	-0.816779	-0.816779
2503	4	4	2	0.693147	1.000000	0.000000	-0.634013	-0.639905
2504	4	4	2	0.693147	1.000000	0.000000	-0.911571	-0.911571
2505	4	4	2	0.693147	1.000000	0.000000	-0.593683	-0.593683
2506	4	4	2	0.693147	1.000000	0.000000	-0.655859	-0.668070
2507	4	4	2	0.693147	1.000000	0.000000	-0.853316	-0.853316
2508	4	4	2	0.693147	1.000000	0.000000	-0.736761	-0.736761
2509	4	4	2	0.693147	1.000000	0.000000	-0.575677	-0.633145
2510	4	4	2	0.693147	1.000000	0.000000	0.996240	0.996240
2511	4	4	2	0.693147	1.000000	0.000000	-0.554170	-0.605014
2512	4	4	2	0.693147	1.000000	0.000000	-0.852910	-0.852910
2513	4	4	2	0.693147	1.000000	0.000000	-0.955313	-0.959786
2514	4	4	2	0.693147	1.000000	0.000000	1.063347	0.951098
2515	4	4	2	0.693147	1.000000	0.000000	-0.803314	-0.853846
2516	4	4	2	0.693147	1.000000	0.000000	-0.985822	-0.985822
2517	4	4	2	0.693147	1.000000	0.000000	1.010390	0.956001
2518	4	4	2	0.693147	1.000000	0.000000	-0.288916	-0.486741
2519	4	3	2	0.693147	1.000000	0.000000	-0.563310	-0.734427
2520	4	4	2	0.693147	1.000000	0.000000	-0.692907	-0.692907
2521	4	4	2	0.693147	1.000000	0.000000	2.144037	1.829804
2522	4	4	2	0.693147	1.000000	0.000000	-0.767518	-0.767518
2523	4	4	2	0.693147	1.000000	0.000000	-0.549248	-0.668524
2524	4	4	2	0.693147	1.000000	0.000000	-0.313949	-0.442290
2525	4	4	2	0.693147	1.000000	0.000000	-0.524799	-0.524799
2526	4	4	2	0.693147	1.000000	0.000000	0.046186	-0.227536
2527	4	4	2	0.693147	1.000000	0.000000	0.000000	-0.184841
2528	4	4	2	0.693147	1.000000	0.000000	1.390517	1.390517
2529	4	4	2	0.693147	1.000000	0.000000	1.027914	0.854077
2530	4	4	2	0.693147	1.000000	0.000000	1.626399	1.435117
2531	4	4	2	0.693147	1.000000	0.000000	-0.611544	-0.634298
2532	4	4	2	0.693147	1.000000	0.000000	-0.917316	-0.917316
2533	4	4	2	0.693147	1.000000	0.000000	-0.177966	-0.319400
2534	4	4	2	0.693147	1.000000	0.000000	1.717758	0.714136
2535	4	4	2	0.693147	1.000000	0.000000	1.717758	1.717758
2536	4	4	2	0.693147	1.000000	0.000000	0.226474	0.132485
2537	4	4	2	0.693147	1.000000	0.000000	-0.228658	-0.450746
2538	4	4	2	0.693147	1.000000	0.000000	1.269370	1.058832
2539	4	4	2	0.693147	1.000000	0.000000	-0.831124	-0.831124
2540	4	4	2	0.693147	1.000000	0.000000	0.211028	-0.253689
2541	4	4	2	0.693147	1.000000	0.000000	-1.169061	-1.169061
2542	4	4	2	0.693147	1.000000	0.000000	-1.061320	-1.061320
2543	4	4	2	0.693147	1.000000	0.000000	-0.897618	-0.897618
2544	4	4	2	0.693147	1.000000	0.000000	-0.645444	-0.836316
2545	4	4	2	0.693147	1.000000			
2546	4	4	2	0.693147	1.000000	0.000000	-0.729166	-0.729166
2547	4	4	2	0.693147	1.000000	0.000000	0.000000	0.000000
2548	4	4	2	0.693147	1.000000	0.000000	0.973040	0.973040
2549	4	4	2	0.693147	1.000000	0.000000	-1.215201	-1.215201
2550	4	4	2	0.693147	1.000000	0.000000	0.995036	0.868785
2551	4	4	2	0.693147	1.000000	0.000000	1.112937	0.814330
2552	4	4	2	0.693147	1.000000	0.000000	-0.992586	-0.992586
2553	4	4	2	0.693147	1.000000	0.000000	0.476772	0.476772
2554	4	4	2	0.693147	1.000000	0.000000	1.095659	0.901552
2555	4	4	2	0.693147	1.000000	0.000000	-0.910421	-1.019258
2556	4	4	2	0.693147	1.000000	0.000000	0.144736	-0.106689
2557	4	3	2	0.693147	1.000000	0.000000	-0.627687	-0.914922
2558	4	3	2	0.693147	1.000000	0.000000	-0.854340	-0.942884
2559	4	4	2	0.693147	1.000000	0.000000	0.228323	-0.012386
2560	4	4	2	0.693147	1.000000	0.000000	0.903778	0.817948
2561	4	4	2	0.693147	1.000000	1.000000	3.829144	3.644256
2562	4	4	2	0.693147	1.000000			
2563	4	4	2	0.693147	1.000000	0.000000	1.004071	0.770929
2564	4	4	2	0.693147	1.000000	0.000000	0.383723	0.204906
2565	4	4	2	0.693147	1.000000	0.000000	0.616175	0.396781
2566	4	4	2	0.693147	1.000000	0.000000	-0.949625	-0.949625
2567	4	4	2	0.693147	1.000000			
2568	4	4	2	0.693147	1.000000	0.000000	1.113743	0.964051
2569	4	4	2	0.693147	1.000000	0.000000	0.357414	0.252142
2570	4	4	2	0.693147	1.000000	0.000000	-0.349028	-0.663368
2571	4	4	2	0.693147	1.000000	0.000000	0.596249	0.362199
2572	4	4	2	0.693147	1.000000	0.000000	-1.069309	-1.082489
2573	4	4	2	0.693147	1.000000			
2574	4	4	2	0.693147	1.000000	0.000000	-0.771331	-0.825389
2575	4	4	2	0.693147	1.000000	0.000000	0.714521	0.591521
2576	4	4	2	0.693147	1.000000	0.000000	-0.846463	-0.875184
2577	4	4	2	0.693147	1.000000	0.000000	0.098574	-0.350813
2578	4	4	2	0.693147	1.000000	0.000000	-0.355187	-0.644537
2579	4	3	2	0.693147	1.000000	0.000000	-0.669845	-0.866446
2580	4	4	2	0.693147	1.000000	0.000000	0.385997	0.385997
2581	4	4	2	0.693147	1.000000	0.000000	1.482477	1.368651
2582	4	4	2	0.693147	1.000000			
2583	4	4	2	0.693147	1.000000	0.000000	-0.185618	-0.185618
2584	4	4	2	0.693147	1.000000			
2585	4	4	2	0.693147	1.000000			
2586	4	3	2	0.693147	1.000000			
2587	4	4	2	0.693147	1.000000			
2588	4	4	2	0.693147	1.000000	0.000000	-0.606072	-0.606072
2589	4	4	2	0.693147	1.000000			
2590	4	4	2	0.693147	1.000000	0.000000	-0.774476	-0.774476
2591	4	4	2	0.693147	1.000000			
2592	4	4	2	0.693147	1.000000	0.000000	0.713385	0.713385
2593	4	4	2	0.693147	1.000000			
2594	4	4	3	1.039721	0.946395	0.000000	-0.852078	-0.852078
2595	4	4	2	0.693147	1.000000	0.000000	0.266037	0.205474
2596	4	4	2	0.693147	1.000000	0.000000	-0.859164	-0.859164
2597	4	4	2	0.693147	1.000000			
2598	4	4	2	0.693147	1.000000	0.000000	-0.514078	-0.514078
2599	4	4	2	0.693147	1.000000	0.000000	0.546049	0.546049
2600	4	4	3	1.039721	0.946395			
2601	4	4	2	0.693147	1.000000	0.000000	-0.687484	-0.826895
2602	4	4	2	0.693147	1.000000	0.000000	-1.088018	-1.088018
2603	4	4	2	0.693147	1.000000	0.000000	-0.805860	-0.805860
2604	4	4	2	0.693147	1.000000	0.000000	-0.818551	-0.891274
2605	4	4	2	0.693147	1.000000	0.000000	0.076778	0.076778
2606	4	4	2	0.693147	1.000000	0.000000	-0.778864	-0.872434
2607	4	4	2	0.693147	1.000000	0.000000	1.524029	0.671050
2608	4	4	2	0.693147	1.000000	0.000000	1.727565	1.727565
2609	4	4	2	0.693147	1.000000	0.000000	1.417144	1.278041
2610	4	4	2	0.693147	1.000000	0.000000	-0.391157	-0.391157
2611	4	4	2	0.693147	1.000000	0.000000	-0.368094	-0.667727
2612	4	4	2	0.693147	1.000000	0.000000	0.385583	0.144149
2613	4	4	2	0.693147	1.000000	0.000000	-0.443968	-0.443968
2614	4	4	2	0.693147	1.000000	0.000000	-0.685924	-0.685924
2615	4	4	2	0.693147	1.000000	0.000000	-0.601271	-0.601271
2616	4	4	2	0.693147	1.000000	0.000000	-0.928558	-0.952879
2617	4	4	2	0.693147	1.000000	0.000000	-0.285408	-0.408125
2618	4	4	2	0.693147	1.000000	0.000000	-0.886799	-0.889121
2619	4	4	2	0.693147	1.000000			
2620	4	4	2	0.693147	1.000000	0.000000	-0.561899	-0.561899
2621	4	4	2	0.693147	1.000000	0.000000	-0.553523	-0.553523
2622	4	4	2	0.693147	1.000000	0.000000	-0.645549	-0.645549
2623	4	4	2	0.693147	1.000000	0.000000	-0.237060	-0.301088
2624	4	4	2	0.693147	1.000000	0.000000	-0.403574	-0.403574
2625	4	4	2	0.693147	1.000000	0.000000	-0.869518	-0.872020
2626	4	3	3	1.039721	0.946395	0.000000	-0.129330	-0.359517
2627	4	4	2	0.693147	1.000000	0.000000	-0.417465	-0.478873
2628	4	4	2	0.693147	1.000000	0.000000	-0.503533	-0.700415
2629	4	4	2	0.693147	1.000000	0.000000	-0.801278	-0.817283
2630	4	4	2	0.693147	1.000000	0.000000	0.063887	-0.121898
2631	4	4	2	0.693147	1.000000	0.000000	-0.132242	-0.132242
2632	4	3	2	0.693147	1.000000	0.000000	-0.394008	-0.675444
2633	4	4	2	0.693147	1.000000			
2634	4	4	2	0.693147	1.000000	0.000000	-0.647063	-0.647063
2635	4	4	2	0.693147	1.000000	0.000000	-0.758852	-0.758852
2636	4	4	2	0.693147	1.000000			
2637	4	4	2	0.693147	1.000000	0.000000	0.000000	0.000000
2638	4	4	2	0.693147	1.000000			
2639	4	4	2	0.693147	1.000000	0.000000	0.025331	0.025331
2640	4	4	2	0.693147	1.000000	0.000000	-0.794772	-0.794772
2641	4	4	2	0.693147	1.000000	0.000000	-0.466507	-0.466507
2642	4	4	2	0.693147	1.000000	0.000000	-0.674491	-0.674491
2643	4	4	2	0.693147	1.000000	0.000000	-0.673265	-0.742465
2644	4	4	2	0.693147	1.000000	0.000000	-0.572607	-0.572607
2645	4	4	2	0.693147	1.000000	0.000000	-0.230891	-0.230891
2646	4	4	2	0.693147	1.000000			
2647	4	4	2	0.693147	1.000000	0.000000	-0.590324	-0.590324
2648	4	4	2	0.693147	1.000000	0.000000	-0.632540	-0.632540
2649	4	4	2	0.693147	1.000000	0.000000	-0.723010	-0.723010
2650	4	4	2	0.693147	1.000000			
2651	4	4	2	0.693147	1.000000	0.000000	-0.662216	-0.662216
2652	4	4	2	0.693147	1.000000			
2653	4	4	2	0.693147	1.000000	0.000000	-1.133742	-1.133742
2654	4	4	2	0.693147	1.000000			
2655	4	4	2	0.693147	1.000000	0.000000	-0.262872	-0.504248
2656	4	3	3	1.039721	0.946395	0.000000	-0.640785	-1.400317
2657	4	5	3	1.039721	0.946395	0.000000	0.756786	0.201870
2658	4	3	3	1.039721	0.946395	0.000000	2.295865	1.987991
2659	4	3	3	1.039721	0.946395	1.000000	9.039555	6.958138
2660	4	5	3	1.039721	0.946395	0.600000	6.871585	3.602060
2661	4	3	3	1.039721	0.946395	1.000000	8.391929	4.814863
2662	4	3	3	1.039721	0.946395	0.000000	-0.377197	-0.523792
2663	4	3	3	1.039721	0.946395	0.333333	5.136444	3.366057
2664	4	4	2	0.693147	1.000000	1.000000	8.175129	7.019008
2665	4	4	2	0.693147	1.000000	0.000000	1.346773	1.283598
2666	4	4	2	0.693147	1.000000	0.000000	0.007564	0.007564
2667	4	4	2	0.693147	1.000000	0.000000	0.127424	0.127424
2668	4	4	2	0.693147	1.000000	0.000000	0.779630	0.779630
2669	4	4	2	0.693147	1.000000	0.000000	-0.031366	-0.031366
2670	4	4	2	0.693147	1.000000	0.000000	-1.036908	-1.036908
